"","Year","Player","PTS","STL","BLK","TRB","AST"
"23696",2016,"Rudy Gobert",NA,NA,135,NA,NA
"23951",2016,"Kristaps Porzingis",NA,NA,134,NA,NA
"23568",2016,"Bismack Biyombo",NA,NA,133,NA,NA
"23848",2016,"Robin Lopez",NA,NA,129,NA,NA
"39431",1974,"Elvin Hayes*",NA,NA,NA,1463,NA
"3895",1974,"Dave Cowens*",NA,NA,NA,1257,NA
"38532",1974,"Kareem Abdul-Jabbar*",NA,NA,NA,1178,NA
"39892",1974,"Bob McAdoo*",NA,NA,NA,1117,NA
"39712",1974,"Bob Lanier*",NA,NA,NA,1074,NA
"39701",1974,"Sam Lacey",NA,NA,NA,1055,NA
"3935",1974,"Happy Hairston",NA,NA,NA,1040,NA
"3944",1974,"Spencer Haywood*",NA,NA,NA,1007,NA
"40261",1974,"Clifford Ray",NA,NA,NA,977,NA
"39461",1974,"Gar Heard",NA,NA,NA,947,NA
"42562",1975,"Bob McAdoo*",NA,NA,NA,1155,NA
"42391",1975,"Sam Lacey",NA,NA,NA,1149,NA
"4329",1975,"Wes Unseld*",NA,NA,NA,1077,NA
"4308",1975,"Paul Silas",NA,NA,NA,1025,NA
"42093",1975,"Elvin Hayes*",NA,NA,NA,1004,NA
"4163",1975,"Dave Cowens*",NA,NA,NA,958,NA
"4201",1975,"Happy Hairston",NA,NA,NA,946,NA
"4282",1975,"Curtis Perry",NA,NA,NA,940,NA
"42402",1975,"Bob Lanier*",NA,NA,NA,914,NA
"40992",1975,"Kareem Abdul-Jabbar*",NA,NA,NA,912,NA
"43762",1976,"Kareem Abdul-Jabbar*",NA,NA,NA,1383,NA
"4430",1976,"Dave Cowens*",NA,NA,NA,1246,NA
"4616",1976,"Wes Unseld*",NA,NA,NA,1036,NA
"4596",1976,"Paul Silas",NA,NA,NA,1025,NA
"45161",1976,"Sam Lacey",NA,NA,NA,1024,NA
"45362",1976,"George McGinnis",NA,NA,NA,967,NA
"45322",1976,"Bob McAdoo*",NA,NA,NA,965,NA
"46001",1976,"Elmore Smith",NA,NA,NA,893,NA
"4408",1976,"Jim Brewer",NA,NA,NA,891,NA
"44821",1976,"Elvin Hayes*",NA,NA,NA,878,NA
"46512",1977,"Kareem Abdul-Jabbar*",NA,NA,NA,1090,NA
"48471",1977,"Moses Malone*",NA,NA,NA,1072,NA
"48491",1977,"Moses Malone*",NA,NA,NA,1071,NA
"47691",1977,"Artis Gilmore*",NA,NA,NA,1070,NA
"47862",1977,"Elvin Hayes*",NA,NA,NA,1029,NA
"49701",1977,"Bill Walton*",NA,NA,NA,934,NA
"48571",1977,"Bob McAdoo*",NA,NA,NA,926,NA
"4865",1977,"George McGinnis",NA,NA,NA,911,NA
"4846",1977,"Maurice Lucas",NA,NA,NA,899,NA
"4825",1977,"Larry Kenon",NA,NA,NA,879,NA
"5285",1978,"Truck Robinson",NA,NA,NA,1288,NA
"5083",1978,"Dave Cowens*",NA,NA,NA,1078,NA
"51591",1978,"Elvin Hayes*",NA,NA,NA,1075,NA
"51382",1978,"Artis Gilmore*",NA,NA,NA,1071,NA
"53591",1978,"Marvin Webster",NA,NA,NA,1035,NA
"5247",1978,"Swen Nater",NA,NA,NA,1029,NA
"52241",1978,"Bob McAdoo*",NA,NA,NA,1010,NA
"5338",1978,"Wes Unseld*",NA,NA,NA,955,NA
"5219",1978,"Moses Malone*",NA,NA,NA,886,NA
"5184",1978,"Marques Johnson",NA,NA,NA,847,NA
"55811",1979,"Moses Malone*",NA,NA,NA,1444,NA
"54982",1979,"Artis Gilmore*",NA,NA,NA,1043,NA
"55531",1979,"Rich Kelley",NA,NA,NA,1026,NA
"53832",1979,"Kareem Abdul-Jabbar*",NA,NA,NA,1025,NA
"5658",1979,"Jack Sikma",NA,NA,NA,1013,NA
"55161",1979,"Elvin Hayes*",NA,NA,NA,994,NA
"56161",1979,"Robert Parish*",NA,NA,NA,916,NA
"56441",1979,"Dan Roundfield",NA,NA,NA,865,NA
"5590",1979,"George McGinnis",NA,NA,NA,864,NA
"5446",1979,"Jim Chones",NA,NA,NA,842,NA
"5974",1980,"Swen Nater",NA,NA,NA,1216,NA
"59431",1980,"Moses Malone*",NA,NA,NA,1190,NA
"6050",1980,"Wes Unseld*",NA,NA,NA,1094,NA
"58961",1980,"Caldwell Jones",NA,NA,NA,950,NA
"6023",1980,"Jack Sikma",NA,NA,NA,908,NA
"58652",1980,"Elvin Hayes*",NA,NA,NA,896,NA
"57282",1980,"Kareem Abdul-Jabbar*",NA,NA,NA,886,NA
"5749",1980,"Larry Bird*",NA,NA,NA,852,NA
"6057",1980,"Kermit Washington",NA,NA,NA,842,NA
"6013",1980,"Dan Roundfield",NA,NA,NA,837,NA
"62991",1981,"Moses Malone*",NA,NA,NA,1180,NA
"6330",1981,"Swen Nater",NA,NA,NA,1017,NA
"6394",1981,"Larry Smith",NA,NA,NA,994,NA
"61011",1981,"Larry Bird*",NA,NA,NA,895,NA
"6392",1981,"Jack Sikma",NA,NA,NA,852,NA
"6128",1981,"Kenny Carr",NA,NA,NA,835,NA
"61961",1981,"Artis Gilmore*",NA,NA,NA,828,NA
"60862",1981,"Kareem Abdul-Jabbar*",NA,NA,NA,821,NA
"6255",1981,"Caldwell Jones",NA,NA,NA,813,NA
"62161",1981,"Elvin Hayes*",NA,NA,NA,789,NA
"66731",1982,"Moses Malone*",NA,NA,NA,1188,NA
"6752",1982,"Jack Sikma",NA,NA,NA,1038,NA
"6800",1982,"Buck Williams",NA,NA,NA,1005,NA
"6771",1982,"Mychal Thompson",NA,NA,NA,921,NA
"6668",1982,"Maurice Lucas",NA,NA,NA,903,NA
"67111",1982,"Robert Parish*",NA,NA,NA,866,NA
"6468",1982,"Larry Bird*",NA,NA,NA,837,NA
"65591",1982,"Artis Gilmore*",NA,NA,NA,835,NA
"6755",1982,"Larry Smith",NA,NA,NA,813,NA
"6564",1982,"Dave Greenwood",NA,NA,NA,786,NA
"70462",1983,"Moses Malone*",NA,NA,NA,1194,NA
"7197",1983,"Buck Williams",NA,NA,NA,1027,NA
"7026",1983,"Bill Laimbeer",NA,NA,NA,993,NA
"69391",1983,"Artis Gilmore*",NA,NA,NA,984,NA
"7118",1983,"Dan Roundfield",NA,NA,NA,880,NA
"7119",1983,"Jeff Ruland",NA,NA,NA,871,NA
"68451",1983,"Larry Bird*",NA,NA,NA,870,NA
"7013",1983,"Clark Kellogg",NA,NA,NA,860,NA
"7133",1983,"Jack Sikma",NA,NA,NA,858,NA
"7112",1983,"Cliff Robinson",NA,NA,NA,856,NA
"7381",1984,"Bill Laimbeer",NA,NA,NA,1003,NA
"7542",1984,"Buck Williams",NA,NA,NA,1000,NA
"7404",1984,"Moses Malone*",NA,NA,NA,950,NA
"7472",1984,"Jeff Ruland",NA,NA,NA,922,NA
"74741",1984,"Ralph Sampson*",NA,NA,NA,913,NA
"7483",1984,"Jack Sikma",NA,NA,NA,911,NA
"7438",1984,"Robert Parish*",NA,NA,NA,857,NA
"72312",1984,"Larry Bird*",NA,NA,NA,796,NA
"7319",1984,"Dave Greenwood",NA,NA,NA,786,NA
"72721",1984,"Terry Cummings",NA,NA,NA,777,NA
"77481",1985,"Moses Malone*",NA,NA,NA,1031,NA
"7732",1985,"Bill Laimbeer",NA,NA,NA,1013,NA
"7901",1985,"Buck Williams",NA,NA,NA,1005,NA
"77841",1985,"Hakeem Olajuwon*",NA,NA,NA,974,NA
"76391",1985,"Mark Eaton",NA,NA,NA,927,NA
"7838",1985,"Larry Smith",NA,NA,NA,869,NA
"7861",1985,"LaSalle Thompson",NA,NA,NA,854,NA
"78221",1985,"Ralph Sampson*",NA,NA,NA,853,NA
"76611",1985,"Artis Gilmore*",NA,NA,NA,846,NA
"75751",1985,"Larry Bird*",NA,NA,NA,842,NA
"8106",1986,"Bill Laimbeer",NA,NA,NA,1075,NA
"79371",1986,"Charles Barkley*",NA,NA,NA,1026,NA
"8279",1986,"Buck Williams",NA,NA,NA,986,NA
"8200",1986,"Ralph Sampson*",NA,NA,NA,879,NA
"81241",1986,"Moses Malone*",NA,NA,NA,872,NA
"8211",1986,"Larry Smith",NA,NA,NA,856,NA
"79412",1986,"Larry Bird*",NA,NA,NA,805,NA
"80051",1986,"James Donaldson",NA,NA,NA,795,NA
"81661",1986,"Hakeem Olajuwon*",NA,NA,NA,781,NA
"8170",1986,"Robert Parish*",NA,NA,NA,770,NA
"8540",1987,"Charles Oakley",NA,NA,NA,1074,NA
"8656",1987,"Buck Williams",NA,NA,NA,1023,NA
"8317",1987,"Charles Barkley*",NA,NA,NA,994,NA
"8382",1987,"James Donaldson",NA,NA,NA,973,NA
"8481",1987,"Bill Laimbeer",NA,NA,NA,955,NA
"8343",1987,"Michael Cage",NA,NA,NA,922,NA
"8596",1987,"Larry Smith",NA,NA,NA,917,NA
"85411",1987,"Hakeem Olajuwon*",NA,NA,NA,858,NA
"8495",1987,"Karl Malone*",NA,NA,NA,855,NA
"8545",1987,"Robert Parish*",NA,NA,NA,851,NA
"8951",1988,"Charles Oakley",NA,NA,NA,1066,NA
"88951",1988,"Karl Malone*",NA,NA,NA,986,NA
"89522",1988,"Hakeem Olajuwon*",NA,NA,NA,959,NA
"9022",1988,"Roy Tarpley",NA,NA,NA,959,NA
"87001",1988,"Charles Barkley*",NA,NA,NA,951,NA
"8722",1988,"Michael Cage",NA,NA,NA,938,NA
"8896",1988,"Moses Malone*",NA,NA,NA,884,NA
"9033",1988,"Otis Thorpe",NA,NA,NA,837,NA
"9084",1988,"Buck Williams",NA,NA,NA,834,NA
"8881",1988,"Bill Laimbeer",NA,NA,NA,832,NA
"93833",1989,"Hakeem Olajuwon*",NA,NA,NA,1105,NA
"9385",1989,"Robert Parish*",NA,NA,NA,996,NA
"91321",1989,"Charles Barkley*",NA,NA,NA,986,NA
"9341",1989,"Moses Malone*",NA,NA,NA,956,NA
"9382",1989,"Charles Oakley",NA,NA,NA,861,NA
"93401",1989,"Karl Malone*",NA,NA,NA,853,NA
"92101",1989,"Mark Eaton",NA,NA,NA,843,NA
"9481",1989,"Otis Thorpe",NA,NA,NA,787,NA
"9314",1989,"Bill Laimbeer",NA,NA,NA,776,NA
"9420",1989,"Dennis Rodman*",NA,NA,NA,772,NA
"98413",1990,"Hakeem Olajuwon*",NA,NA,NA,1149,NA
"98832",1990,"David Robinson*",NA,NA,NA,983,NA
"97961",1990,"Karl Malone*",NA,NA,NA,911,NA
"95651",1990,"Charles Barkley*",NA,NA,NA,909,NA
"96632",1990,"Patrick Ewing*",NA,NA,NA,893,NA
"9597",1990,"Michael Cage",NA,NA,NA,821,NA
"9797",1990,"Moses Malone*",NA,NA,NA,812,NA
"9982",1990,"Buck Williams",NA,NA,NA,800,NA
"9846",1990,"Robert Parish*",NA,NA,NA,796,NA
"9884",1990,"Dennis Rodman*",NA,NA,NA,792,NA
"103372",1991,"David Robinson*",NA,NA,NA,1063,NA
"10342",1991,"Dennis Rodman*",NA,NA,NA,1026,NA
"102521",1991,"Karl Malone*",NA,NA,NA,967,NA
"10292",1991,"Charles Oakley",NA,NA,NA,920,NA
"101332",1991,"Patrick Ewing*",NA,NA,NA,905,NA
"10299",1991,"Robert Parish*",NA,NA,NA,856,NA
"10391",1991,"Otis Thorpe",NA,NA,NA,846,NA
"10096",1991,"Brad Daugherty",NA,NA,NA,830,NA
"102941",1991,"Hakeem Olajuwon*",NA,NA,NA,770,NA
"10080",1991,"Derrick Coleman",NA,NA,NA,759,NA
"10802",1992,"Dennis Rodman*",NA,NA,NA,1530,NA
"10896",1992,"Kevin Willis",NA,NA,NA,1258,NA
"10458",1992,"Greg Anderson",NA,NA,NA,941,NA
"10821",1992,"Rony Seikaly",NA,NA,NA,934,NA
"105852",1992,"Patrick Ewing*",NA,NA,NA,921,NA
"107051",1992,"Karl Malone*",NA,NA,NA,909,NA
"10664",1992,"Larry Johnson",NA,NA,NA,899,NA
"107421",1992,"Dikembe Mutombo*",NA,NA,NA,870,NA
"10861",1992,"Otis Thorpe",NA,NA,NA,862,NA
"107501",1992,"Hakeem Olajuwon*",NA,NA,NA,845,NA
"11249",1993,"Dennis Rodman*",NA,NA,NA,1132,NA
"111882",1993,"Shaquille O'Neal*",NA,NA,NA,1122,NA
"111801",1993,"Dikembe Mutombo*",NA,NA,NA,1070,NA
"111962",1993,"Hakeem Olajuwon*",NA,NA,NA,1068,NA
"11344",1993,"Kevin Willis",NA,NA,NA,1028,NA
"110342",1993,"Patrick Ewing*",NA,NA,NA,980,NA
"112462",1993,"David Robinson*",NA,NA,NA,956,NA
"109381",1993,"Charles Barkley*",NA,NA,NA,928,NA
"111511",1993,"Karl Malone*",NA,NA,NA,919,NA
"111051",1993,"Larry Johnson",NA,NA,NA,864,NA
"11738",1994,"Dennis Rodman*",NA,NA,NA,1367,NA
"116862",1994,"Shaquille O'Neal*",NA,NA,NA,1072,NA
"116781",1994,"Dikembe Mutombo*",NA,NA,NA,971,NA
"11688",1994,"Charles Oakley",NA,NA,NA,965,NA
"11829",1994,"Kevin Willis",NA,NA,NA,963,NA
"116892",1994,"Hakeem Olajuwon*",NA,NA,NA,955,NA
"116421",1994,"Karl Malone*",NA,NA,NA,940,NA
"115002",1994,"Patrick Ewing*",NA,NA,NA,885,NA
"11445",1994,"Derrick Coleman",NA,NA,NA,870,NA
"11784",1994,"Otis Thorpe",NA,NA,NA,870,NA
"121311",1995,"Dikembe Mutombo*",NA,NA,NA,1029,NA
"121372",1995,"Shaquille O'Neal*",NA,NA,NA,901,NA
"12051",1995,"Shawn Kemp",NA,NA,NA,893,NA
"121833",1995,"David Robinson*",NA,NA,NA,877,NA
"120901",1995,"Karl Malone*",NA,NA,NA,871,NA
"119722",1995,"Patrick Ewing*",NA,NA,NA,867,NA
"11861",1995,"Vin Baker",NA,NA,NA,846,NA
"12048",1995,"Popeye Jones",NA,NA,NA,844,NA
"119401",1995,"Vlade Divac",NA,NA,NA,829,NA
"12186",1995,"Dennis Rodman*",NA,NA,NA,823,NA
"126982",1996,"David Robinson*",NA,NA,NA,1000,NA
"12702",1996,"Dennis Rodman*",NA,NA,NA,952,NA
"12532",1996,"Shawn Kemp",NA,NA,NA,904,NA
"126261",1996,"Dikembe Mutombo*",NA,NA,NA,871,NA
"12319",1996,"Charles Barkley*",NA,NA,NA,821,NA
"123171",1996,"Vin Baker",NA,NA,NA,808,NA
"12781",1996,"Loy Vaught",NA,NA,NA,808,NA
"124352",1996,"Patrick Ewing*",NA,NA,NA,806,NA
"125742",1996,"Karl Malone*",NA,NA,NA,804,NA
"12808",1996,"Jayson Williams",NA,NA,NA,803,NA
"132021",1997,"Dikembe Mutombo*",NA,NA,NA,929,NA
"130911",1997,"Ervin Johnson",NA,NA,NA,913,NA
"13279",1997,"Dennis Rodman*",NA,NA,NA,883,NA
"129962",1997,"Patrick Ewing*",NA,NA,NA,834,NA
"13159",1997,"Anthony Mason",NA,NA,NA,829,NA
"13362",1997,"Loy Vaught",NA,NA,NA,817,NA
"131441",1997,"Karl Malone*",NA,NA,NA,809,NA
"13102",1997,"Shawn Kemp",NA,NA,NA,807,NA
"12867",1997,"Vin Baker",NA,NA,NA,804,NA
"13222",1997,"Charles Oakley",NA,NA,NA,781,NA
"13805",1998,"Dennis Rodman*",NA,NA,NA,1201,NA
"135522",1998,"Tim Duncan",NA,NA,NA,977,NA
"137351",1998,"Dikembe Mutombo*",NA,NA,NA,932,NA
"13942",1998,"Jayson Williams",NA,NA,NA,883,NA
"139091",1998,"Antoine Walker",NA,NA,NA,836,NA
"136901",1998,"Karl Malone*",NA,NA,NA,834,NA
"13697",1998,"Anthony Mason",NA,NA,NA,826,NA
"13442",1998,"Charles Barkley*",NA,NA,NA,794,NA
"13583",1998,"Kevin Garnett",NA,NA,NA,786,NA
"138011",1998,"David Robinson*",NA,NA,NA,775,NA
"142831",1999,"Dikembe Mutombo*",NA,NA,NA,610,NA
"14115",1999,"Danny Fortson",NA,NA,NA,581,NA
"140972",1999,"Tim Duncan",NA,NA,NA,571,NA
"14433",1999,"Chris Webber",NA,NA,NA,545,NA
"142542",1999,"Antonio McDyess",NA,NA,NA,537,NA
"142931",1999,"Shaquille O'Neal*",NA,NA,NA,525,NA
"13986",1999,"Charles Barkley*",NA,NA,NA,516,NA
"142771",1999,"Alonzo Mourning*",NA,NA,NA,507,NA
"14091",1999,"Vlade Divac",NA,NA,NA,501,NA
"143531",1999,"David Robinson*",NA,NA,NA,492,NA
"147991",2000,"Dikembe Mutombo*",NA,NA,NA,1157,NA
"148072",2000,"Shaquille O'Neal*",NA,NA,NA,1078,NA
"146331",2000,"Kevin Garnett",NA,NA,NA,956,NA
"146081",2000,"Tim Duncan",NA,NA,NA,918,NA
"14474",2000,"Shareef Abdur-Rahim",NA,NA,NA,825,NA
"14528",2000,"Elton Brand",NA,NA,NA,810,NA
"14951",2000,"Jerome Williams",NA,NA,NA,789,NA
"149391",2000,"Chris Webber",NA,NA,NA,787,NA
"147541",2000,"Karl Malone*",NA,NA,NA,779,NA
"148601",2000,"David Robinson*",NA,NA,NA,770,NA
"154721",2001,"Ben Wallace",NA,NA,NA,1052,NA
"153151",2001,"Dikembe Mutombo*",NA,NA,NA,1015,NA
"151041",2001,"Tim Duncan",NA,NA,NA,997,NA
"153312",2001,"Shaquille O'Neal*",NA,NA,NA,940,NA
"15135",2001,"Kevin Garnett",NA,NA,NA,921,NA
"15257",2001,"Shawn Marion",NA,NA,NA,848,NA
"15272",2001,"Antonio McDyess",NA,NA,NA,845,NA
"15476",2001,"Clarence Weatherspoon",NA,NA,NA,796,NA
"153301",2001,"Jermaine O'Neal",NA,NA,NA,794,NA
"15081",2001,"Antonio Davis",NA,NA,NA,787,NA
"156442",2002,"Tim Duncan",NA,NA,NA,1042,NA
"159761",2002,"Ben Wallace",NA,NA,NA,1039,NA
"15667",2002,"Kevin Garnett",NA,NA,NA,981,NA
"155651",2002,"Elton Brand",NA,NA,NA,925,NA
"15658",2002,"Danny Fortson",NA,NA,NA,899,NA
"158301",2002,"Dikembe Mutombo*",NA,NA,NA,863,NA
"157861",2002,"Shawn Marion",NA,NA,NA,803,NA
"15575",2002,"P.J. Brown",NA,NA,NA,786,NA
"158411",2002,"Jermaine O'Neal",NA,NA,NA,757,NA
"158401",2002,"Dirk Nowitzki",NA,NA,NA,755,NA
"164481",2003,"Ben Wallace",NA,NA,NA,1126,NA
"161521",2003,"Kevin Garnett",NA,NA,NA,1102,NA
"161302",2003,"Tim Duncan",NA,NA,NA,1043,NA
"16168",2003,"Brian Grant",NA,NA,NA,837,NA
"16309",2003,"Troy Murphy",NA,NA,NA,806,NA
"163241",2003,"Jermaine O'Neal",NA,NA,NA,796,NA
"163231",2003,"Dirk Nowitzki",NA,NA,NA,791,NA
"162721",2003,"Shawn Marion",NA,NA,NA,773,NA
"163252",2003,"Shaquille O'Neal*",NA,NA,NA,742,NA
"16267",2003,"Jamaal Magloire",NA,NA,NA,724,NA
"166752",2004,"Kevin Garnett",NA,NA,NA,1139,NA
"170212",2004,"Ben Wallace",NA,NA,NA,1006,NA
"16616",2004,"Erick Dampier",NA,NA,NA,887,NA
"166481",2004,"Tim Duncan",NA,NA,NA,859,NA
"16546",2004,"Carlos Boozer",NA,NA,NA,857,NA
"16924",2004,"Zach Randolph",NA,NA,NA,851,NA
"16800",2004,"Jamaal Magloire",NA,NA,NA,847,NA
"16806",2004,"Donyell Marshall",NA,NA,NA,808,NA
"168741",2004,"Jermaine O'Neal",NA,NA,NA,778,NA
"16877",2004,"Lamar Odom",NA,NA,NA,776,NA
"17267",2005,"Kevin Garnett",NA,NA,NA,1108,NA
"173991",2005,"Shawn Marion",NA,NA,NA,915,NA
"176151",2005,"Ben Wallace",NA,NA,NA,902,NA
"17588",2005,"Kurt Thomas",NA,NA,NA,831,NA
"17318",2005,"Dwight Howard",NA,NA,NA,823,NA
"17465",2005,"Emeka Okafor",NA,NA,NA,795,NA
"17184",2005,"Tyson Chandler",NA,NA,NA,775,NA
"171501",2005,"Elton Brand",NA,NA,NA,770,NA
"174631",2005,"Shaquille O'Neal*",NA,NA,NA,760,NA
"174611",2005,"Dirk Nowitzki",NA,NA,NA,757,NA
"17894",2006,"Dwight Howard",NA,NA,NA,1022,NA
"17844",2006,"Kevin Garnett",NA,NA,NA,966,NA
"179721",2006,"Shawn Marion",NA,NA,NA,959,NA
"181812",2006,"Ben Wallace",NA,NA,NA,923,NA
"178071",2006,"Tim Duncan",NA,NA,NA,881,NA
"177351",2006,"Elton Brand",NA,NA,NA,790,NA
"17970",2006,"Jamaal Magloire",NA,NA,NA,778,NA
"17921",2006,"Antawn Jamison",NA,NA,NA,765,NA
"17942",2006,"Chris Kaman",NA,NA,NA,750,NA
"18035",2006,"Mehmet Okur",NA,NA,NA,746,NA
"184341",2007,"Dwight Howard",NA,NA,NA,1008,NA
"183811",2007,"Kevin Garnett",NA,NA,NA,975,NA
"18312",2007,"Tyson Chandler",NA,NA,NA,904,NA
"18280",2007,"Carlos Boozer",NA,NA,NA,867,NA
"183521",2007,"Tim Duncan",NA,NA,NA,846,NA
"187031",2007,"Ben Wallace",NA,NA,NA,821,NA
"183041",2007,"Marcus Camby",NA,NA,NA,816,NA
"18670",2007,"Amar'e Stoudemire",NA,NA,NA,786,NA
"185171",2007,"Shawn Marion",NA,NA,NA,785,NA
"18267",2007,"Andris Biedrins",NA,NA,NA,762,NA
"189931",2008,"Dwight Howard",NA,NA,NA,1161,NA
"188321",2008,"Marcus Camby",NA,NA,NA,1037,NA
"18841",2008,"Tyson Chandler",NA,NA,NA,928,NA
"19024",2008,"Al Jefferson",NA,NA,NA,911,NA
"188901",2008,"Tim Duncan",NA,NA,NA,881,NA
"191511",2008,"Emeka Okafor",NA,NA,NA,876,NA
"188611",2008,"Samuel Dalembert",NA,NA,NA,849,NA
"18804",2008,"Carlos Boozer",NA,NA,NA,844,NA
"19150",2008,"Lamar Odom",NA,NA,NA,819,NA
"19022",2008,"Antawn Jamison",NA,NA,NA,806,NA
"195891",2009,"Dwight Howard",NA,NA,NA,1093,NA
"19652",2009,"David Lee",NA,NA,NA,951,NA
"19719",2009,"Troy Murphy",NA,NA,NA,861,NA
"197461",2009,"Emeka Okafor",NA,NA,NA,827,NA
"19505",2009,"Tim Duncan",NA,NA,NA,800,NA
"19533",2009,"Pau Gasol",NA,NA,NA,780,NA
"194101",2009,"Chris Bosh",NA,NA,NA,771,NA
"197051",2009,"Yao Ming*",NA,NA,NA,761,NA
"19659",2009,"Kevin Love",NA,NA,NA,734,NA
"196161",2009,"Antawn Jamison",NA,NA,NA,721,NA
"201681",2010,"Dwight Howard",NA,NA,NA,1082,NA
"203701",2010,"Zach Randolph",NA,NA,NA,950,NA
"20255",2010,"David Lee",NA,NA,NA,949,NA
"19984",2010,"Carlos Boozer",NA,NA,NA,874,NA
"200161",2010,"Marcus Camby",NA,NA,NA,871,NA
"20336",2010,"Lamar Odom",NA,NA,NA,802,NA
"20164",2010,"Al Horford",NA,NA,NA,799,NA
"20070",2010,"Tim Duncan",NA,NA,NA,788,NA
"200441",2010,"Samuel Dalembert",NA,NA,NA,784,NA
"20464",2010,"Gerald Wallace",NA,NA,NA,762,NA
"20873",2011,"Kevin Love",NA,NA,NA,1112,NA
"207961",2011,"Dwight Howard",NA,NA,NA,1098,NA
"207601",2011,"Blake Griffin",NA,NA,NA,989,NA
"20978",2011,"Zach Randolph",NA,NA,NA,914,NA
"20732",2011,"Pau Gasol",NA,NA,NA,836,NA
"208181",2011,"Al Jefferson",NA,NA,NA,794,NA
"20800",2011,"Kris Humphries",NA,NA,NA,771,NA
"205791",2011,"Andrew Bogut",NA,NA,NA,720,NA
"20794",2011,"Al Horford",NA,NA,NA,718,NA
"20865",2011,"David Lee",NA,NA,NA,714,NA
"213771",2012,"Dwight Howard",NA,NA,NA,785,NA
"214541",2012,"Kevin Love",NA,NA,NA,734,NA
"213331",2012,"Blake Griffin",NA,NA,NA,717,NA
"212041",2012,"Andrew Bynum",NA,NA,NA,709,NA
"21232",2012,"DeMarcus Cousins",NA,NA,NA,703,NA
"21384",2012,"Kris Humphries",NA,NA,NA,681,NA
"21311",2012,"Pau Gasol",NA,NA,NA,678,NA
"21325",2012,"Marcin Gortat",NA,NA,NA,659,NA
"21487",2012,"Greg Monroe",NA,NA,NA,637,NA
"215782",2012,"Josh Smith",NA,NA,NA,632,NA
"21706",2013,"Omer Asik",NA,NA,NA,956,NA
"219201",2013,"Dwight Howard",NA,NA,NA,945,NA
"22213",2013,"Nikola Vucevic",NA,NA,NA,917,NA
"21836",2013,"Reggie Evans",NA,NA,NA,888,NA
"21987",2013,"David Lee",NA,NA,NA,886,NA
"22112",2013,"Zach Randolph",NA,NA,NA,854,NA
"21908",2013,"J.J. Hickson",NA,NA,NA,828,NA
"22046",2013,"Greg Monroe",NA,NA,NA,777,NA
"22190",2013,"Tristan Thompson",NA,NA,NA,773,NA
"21744",2013,"Carlos Boozer",NA,NA,NA,771,NA
"225731",2014,"DeAndre Jordan",NA,NA,NA,1114,NA
"224351",2014,"Andre Drummond",NA,NA,NA,1071,NA
"226071",2014,"Kevin Love",NA,NA,NA,963,NA
"22676",2014,"Joakim Noah",NA,NA,NA,900,NA
"225361",2014,"Dwight Howard",NA,NA,NA,866,NA
"22388",2014,"DeMarcus Cousins",NA,NA,NA,831,NA
"22717",2014,"Zach Randolph",NA,NA,NA,795,NA
"22555",2014,"Al Jefferson",NA,NA,NA,792,NA
"224831",2014,"Marcin Gortat",NA,NA,NA,767,NA
"22264",2014,"LaMarcus Aldridge",NA,NA,NA,765,NA
"231811",2015,"DeAndre Jordan",NA,NA,NA,1226,NA
"230371",2015,"Andre Drummond",NA,NA,NA,1104,NA
"230751",2015,"Pau Gasol",NA,NA,NA,919,NA
"22972",2015,"Tyson Chandler",NA,NA,NA,864,NA
"23466",2015,"Nikola Vucevic",NA,NA,NA,810,NA
"230831",2015,"Rudy Gobert",NA,NA,NA,775,NA
"22893",2015,"Omer Asik",NA,NA,NA,748,NA
"22991",2015,"DeMarcus Cousins",NA,NA,NA,747,NA
"23352",2015,"Zach Randolph",NA,NA,NA,747,NA
"23221",2015,"Kevin Love",NA,NA,NA,731,NA
"23650",2016,"Andre Drummond",NA,NA,NA,1198,NA
"238101",2016,"DeAndre Jordan",NA,NA,NA,1059,NA
