"","Year","Player","PTS","STL","BLK","TRB","AST"
"240721",2016,"Hassan Whiteside",NA,NA,NA,865,NA
"240411",2016,"Karl-Anthony Towns",NA,NA,NA,858,NA
"23764",2016,"Dwight Howard",NA,NA,NA,835,NA
"23960",2016,"Julius Randle",NA,NA,NA,829,NA
"236901",2016,"Pau Gasol",NA,NA,NA,793,NA
"23706",2016,"Draymond Green",NA,NA,NA,769,NA
"23849",2016,"Kevin Love",NA,NA,NA,762,NA
"23624",2016,"DeMarcus Cousins",NA,NA,NA,747,NA
"3906",1974,"Ernie DiGregorio",NA,NA,NA,NA,663
"40081",1974,"Calvin Murphy*",NA,NA,NA,NA,603
"3868",1974,"Dave Bing*",NA,NA,NA,NA,555
"39171",1974,"Walt Frazier*",NA,NA,NA,NA,551
"40641",1974,"Norm Van",NA,NA,NA,NA,548
"4086",1974,"Lenny Wilkens*",NA,NA,NA,NA,522
"38622",1974,"Rick Barry*",NA,NA,NA,NA,484
"4021",1974,"Kevin Porter",NA,NA,NA,NA,469
"4084",1974,"Jo Jo",NA,NA,NA,NA,448
"3938",1974,"John Havlicek*",NA,NA,NA,NA,447
"42871",1975,"Kevin Porter",NA,NA,NA,NA,650
"4127",1975,"Dave Bing*",NA,NA,NA,NA,610
"41091",1975,"Tiny Archibald*",NA,NA,NA,NA,557
"4316",1975,"Randy Smith",NA,NA,NA,NA,534
"43491",1975,"Slick Watts",NA,NA,NA,NA,499
"41172",1975,"Rick Barry*",NA,NA,NA,NA,492
"42521",1975,"Pete Maravich*",NA,NA,NA,NA,488
"41911",1975,"Walt Frazier*",NA,NA,NA,NA,474
"4359",1975,"Jo Jo",NA,NA,NA,NA,458
"4164",1975,"Billy Cunningham*",NA,NA,NA,NA,442
"46271",1976,"Slick Watts",NA,NA,NA,NA,661
"43821",1976,"Tiny Archibald*",NA,NA,NA,NA,615
"45532",1976,"Calvin Murphy*",NA,NA,NA,NA,596
"4619",1976,"Norm Van",NA,NA,NA,NA,500
"43902",1976,"Rick Barry*",NA,NA,NA,NA,496
"4400",1976,"Dave Bing*",NA,NA,NA,NA,492
"46032",1976,"Randy Smith",NA,NA,NA,NA,484
"4557",1976,"Mike Newlin",NA,NA,NA,NA,457
"4377",1976,"Alvan Adams",NA,NA,NA,NA,450
"4634",1976,"Jo Jo",NA,NA,NA,NA,445
"46961",1977,"Don Buse",NA,NA,NA,NA,685
"4965",1977,"Norm Van",NA,NA,NA,NA,636
"49761",1977,"Slick Watts",NA,NA,NA,NA,630
"4789",1977,"Tom Henderson",NA,NA,NA,NA,598
"4901",1977,"Kevin Porter",NA,NA,NA,NA,592
"4984",1977,"Jo Jo",NA,NA,NA,NA,492
"46691",1977,"Rick Barry*",NA,NA,NA,NA,475
"47571",1977,"Mike Gale",NA,NA,NA,NA,473
"4845",1977,"John Lucas",NA,NA,NA,NA,463
"4983",1977,"Paul Westphal",NA,NA,NA,NA,459
"5271",1978,"Kevin Porter",NA,NA,NA,NA,837
"5273",1978,"Kevin Porter",NA,NA,NA,NA,801
"52171",1978,"John Lucas",NA,NA,NA,NA,768
"53261",1978,"Ricky Sobers",NA,NA,NA,NA,584
"5254",1978,"Norm Nixon",NA,NA,NA,NA,553
"5340",1978,"Norm Van",NA,NA,NA,NA,531
"5038",1978,"Henry Bibby",NA,NA,NA,NA,464
"53222",1978,"Randy Smith",NA,NA,NA,NA,458
"50601",1978,"Quinn Buckner",NA,NA,NA,NA,456
"53411",1978,"Foots Walker",NA,NA,NA,NA,453
"56221",1979,"Kevin Porter",NA,NA,NA,NA,1099
"5579",1979,"John Lucas",NA,NA,NA,NA,762
"56111",1979,"Norm Nixon",NA,NA,NA,NA,737
"54851",1979,"Phil Ford",NA,NA,NA,NA,681
"57101",1979,"Paul Westphal",NA,NA,NA,NA,529
"5722",1979,"Ray Williams",NA,NA,NA,NA,504
"5401",1979,"Rick Barry*",NA,NA,NA,NA,502
"5525",1979,"Armond Hill",NA,NA,NA,NA,480
"54281",1979,"Quinn Buckner",NA,NA,NA,NA,468
"5464",1979,"Johnny Davis",NA,NA,NA,NA,453
"60031",1980,"Micheal Ray",NA,NA,NA,NA,832
"5731",1980,"Tiny Archibald*",NA,NA,NA,NA,671
"5979",1980,"Norm Nixon",NA,NA,NA,NA,642
"5840",1980,"Phil Ford",NA,NA,NA,NA,610
"60531",1980,"Foots Walker",NA,NA,NA,NA,607
"5936",1980,"John Lucas",NA,NA,NA,NA,602
"58901",1980,"Magic Johnson*",NA,NA,NA,NA,563
"59011",1980,"Eddie Jordan",NA,NA,NA,NA,557
"57881",1980,"Maurice Cheeks",NA,NA,NA,NA,556
"6043",1980,"Reggie Theus",NA,NA,NA,NA,515
"6355",1981,"Kevin Porter",NA,NA,NA,NA,734
"63381",1981,"Norm Nixon",NA,NA,NA,NA,696
"63651",1981,"Micheal Ray",NA,NA,NA,NA,627
"6092",1981,"Tiny Archibald*",NA,NA,NA,NA,618
"6185",1981,"Phil Ford",NA,NA,NA,NA,580
"61351",1981,"Maurice Cheeks",NA,NA,NA,NA,560
"6358",1981,"Kelvin Ransey",NA,NA,NA,NA,555
"6155",1981,"Johnny Davis",NA,NA,NA,NA,480
"6292",1981,"John Lucas",NA,NA,NA,NA,464
"6107",1981,"Mike Bratz",NA,NA,NA,NA,452
"66961",1982,"Johnny Moore",NA,NA,NA,NA,762
"66121",1982,"Magic Johnson*",NA,NA,NA,NA,743
"65051",1982,"Maurice Cheeks",NA,NA,NA,NA,667
"6705",1982,"Norm Nixon",NA,NA,NA,NA,652
"65631",1982,"Rickey Green",NA,NA,NA,NA,630
"6598",1982,"Geoff Huston",NA,NA,NA,NA,590
"67301",1982,"Micheal Ray",NA,NA,NA,NA,572
"6769",1982,"Isiah Thomas*",NA,NA,NA,NA,565
"6723",1982,"Kelvin Ransey",NA,NA,NA,NA,555
"6667",1982,"John Lucas",NA,NA,NA,NA,551
"69841",1983,"Magic Johnson*",NA,NA,NA,NA,829
"70681",1983,"Johnny Moore",NA,NA,NA,NA,753
"69431",1983,"Rickey Green",NA,NA,NA,NA,697
"71991",1983,"Gus Williams",NA,NA,NA,NA,643
"71582",1983,"Isiah Thomas*",NA,NA,NA,NA,634
"6909",1983,"Larry Drew",NA,NA,NA,NA,610
"7201",1983,"Ray Williams",NA,NA,NA,NA,569
"7080",1983,"Norm Nixon",NA,NA,NA,NA,566
"6897",1983,"Brad Davis",NA,NA,NA,NA,565
"6981",1983,"Frank Johnson",NA,NA,NA,NA,549
"7432",1984,"Norm Nixon",NA,NA,NA,NA,914
"74991",1984,"Isiah Thomas*",NA,NA,NA,NA,914
"73491",1984,"Magic Johnson*",NA,NA,NA,NA,875
"73171",1984,"Rickey Green",NA,NA,NA,NA,748
"75431",1984,"Gus Williams",NA,NA,NA,NA,675
"7398",1984,"John Lucas",NA,NA,NA,NA,673
"7532",1984,"Ennis Whatley",NA,NA,NA,NA,662
"7347",1984,"Frank Johnson",NA,NA,NA,NA,567
"7426",1984,"Johnny Moore",NA,NA,NA,NA,566
"7276",1984,"Brad Davis",NA,NA,NA,NA,561
"78581",1985,"Isiah Thomas*",NA,NA,NA,NA,1123
"7700",1985,"Magic Johnson*",NA,NA,NA,NA,968
"77711",1985,"Johnny Moore",NA,NA,NA,NA,816
"7781",1985,"Norm Nixon",NA,NA,NA,NA,711
"7567",1985,"John Bagley",NA,NA,NA,NA,697
"78051",1985,"Micheal Ray",NA,NA,NA,NA,669
"7852",1985,"Reggie Theus",NA,NA,NA,NA,656
"77351",1985,"Fat Lever",NA,NA,NA,NA,613
"79021",1985,"Gus Williams",NA,NA,NA,NA,608
"7668",1985,"Rickey Green",NA,NA,NA,NA,597
"8083",1986,"Magic Johnson*",NA,NA,NA,NA,907
"82261",1986,"Isiah Thomas*",NA,NA,NA,NA,830
"8223",1986,"Reggie Theus",NA,NA,NA,NA,788
"79751",1986,"Maurice Cheeks",NA,NA,NA,NA,753
"80241",1986,"Sleepy Floyd",NA,NA,NA,NA,746
"7931",1986,"John Bagley",NA,NA,NA,NA,735
"81821",1986,"Paul Pressey",NA,NA,NA,NA,623
"82191",1986,"John Stockton*",NA,NA,NA,NA,610
"80091",1986,"Clyde Drexler*",NA,NA,NA,NA,600
"81131",1986,"Fat Lever",NA,NA,NA,NA,584
"84601",1987,"Magic Johnson*",NA,NA,NA,NA,977
"8411",1987,"Sleepy Floyd",NA,NA,NA,NA,848
"85671",1987,"Doc Rivers",NA,NA,NA,NA,823
"8610",1987,"Isiah Thomas*",NA,NA,NA,NA,813
"85581",1987,"Terry Porter",NA,NA,NA,NA,715
"8608",1987,"Reggie Theus",NA,NA,NA,NA,692
"86031",1987,"John Stockton*",NA,NA,NA,NA,670
"84851",1987,"Fat Lever",NA,NA,NA,NA,654
"8450",1987,"Jay Humphries",NA,NA,NA,NA,632
"84291",1987,"Derek Harper",NA,NA,NA,NA,609
"90191",1988,"John Stockton*",NA,NA,NA,NA,1128
"88531",1988,"Mark Jackson",NA,NA,NA,NA,868
"8864",1988,"Magic Johnson*",NA,NA,NA,NA,858
"8968",1988,"Terry Porter",NA,NA,NA,NA,831
"8977",1988,"Doc Rivers",NA,NA,NA,NA,747
"89141",1988,"Nate McMillan",NA,NA,NA,NA,702
"9025",1988,"Isiah Thomas*",NA,NA,NA,NA,678
"88841",1988,"Fat Lever",NA,NA,NA,NA,639
"87321",1988,"Maurice Cheeks",NA,NA,NA,NA,635
"88171",1988,"Derek Harper",NA,NA,NA,NA,634
"94621",1989,"John Stockton*",NA,NA,NA,NA,1118
"9283",1989,"Kevin Johnson",NA,NA,NA,NA,991
"9284",1989,"Magic Johnson*",NA,NA,NA,NA,988
"9402",1989,"Terry Porter",NA,NA,NA,NA,770
"9223",1989,"Sleepy Floyd",NA,NA,NA,NA,709
"9354",1989,"Nate McMillan",NA,NA,NA,NA,696
"9473",1989,"Isiah Thomas*",NA,NA,NA,NA,663
"92982",1989,"Michael Jordan*",NA,NA,NA,NA,650
"9408",1989,"Mark Price",NA,NA,NA,NA,631
"9453",1989,"Kenny Smith",NA,NA,NA,NA,621
"99241",1990,"John Stockton*",NA,NA,NA,NA,1134
"9736",1990,"Magic Johnson*",NA,NA,NA,NA,907
"95781",1990,"Muggsy Bogues",NA,NA,NA,NA,867
"9735",1990,"Kevin Johnson",NA,NA,NA,NA,846
"9935",1990,"Isiah Thomas*",NA,NA,NA,NA,765
"9861",1990,"Terry Porter",NA,NA,NA,NA,726
"9701",1990,"Tim Hardaway",NA,NA,NA,NA,689
"9864",1990,"Mark Price",NA,NA,NA,NA,666
"9967",1990,"Darrell Walker",NA,NA,NA,NA,652
"9640",1990,"Sherman Douglas",NA,NA,NA,NA,619
"103781",1991,"John Stockton*",NA,NA,NA,NA,1164
"10209",1991,"Magic Johnson*",NA,NA,NA,NA,989
"101762",1991,"Tim Hardaway",NA,NA,NA,NA,793
"102081",1991,"Kevin Johnson",NA,NA,NA,NA,781
"10331",1991,"Pooh Richardson",NA,NA,NA,NA,734
"10011",1991,"Michael Adams",NA,NA,NA,NA,693
"10046",1991,"Muggsy Bogues",NA,NA,NA,NA,669
"10360",1991,"Scott Skiles",NA,NA,NA,NA,660
"10320",1991,"Terry Porter",NA,NA,NA,NA,649
"10109",1991,"Sherman Douglas",NA,NA,NA,NA,624
"108451",1992,"John Stockton*",NA,NA,NA,NA,1126
"10663",1992,"Kevin Johnson",NA,NA,NA,NA,836
"106272",1992,"Tim Hardaway",NA,NA,NA,NA,807
"104941",1992,"Muggsy Bogues",NA,NA,NA,NA,743
"10654",1992,"Mark Jackson",NA,NA,NA,NA,694
"10790",1992,"Pooh Richardson",NA,NA,NA,NA,685
"108931",1992,"Micheal Williams",NA,NA,NA,NA,647
"10453",1992,"Michael Adams",NA,NA,NA,NA,594
"108621",1992,"Sedale Threatt",NA,NA,NA,NA,593
"107721",1992,"Scottie Pippen*",NA,NA,NA,NA,572
"112961",1993,"John Stockton*",NA,NA,NA,NA,987
"11270",1993,"Scott Skiles",NA,NA,NA,NA,735
"11094",1993,"Mark Jackson",NA,NA,NA,NA,724
"109541",1993,"Muggsy Bogues",NA,NA,NA,NA,711
"11072",1993,"Tim Hardaway",NA,NA,NA,NA,699
"109531",1993,"Mookie Blaylock",NA,NA,NA,NA,671
"11301",1993,"Isiah Thomas*",NA,NA,NA,NA,671
"113401",1993,"Micheal Williams",NA,NA,NA,NA,661
"111771",1993,"Eric Murdock",NA,NA,NA,NA,603
"11224",1993,"Mark Price",NA,NA,NA,NA,602
"117781",1994,"John Stockton*",NA,NA,NA,NA,1031
"113961",1994,"Mookie Blaylock",NA,NA,NA,NA,789
"11370",1994,"Kenny Anderson",NA,NA,NA,NA,784
"11398",1994,"Muggsy Bogues",NA,NA,NA,NA,780
"11779",1994,"Rod Strickland",NA,NA,NA,NA,740
"11479",1994,"Sherman Douglas",NA,NA,NA,NA,683
"11570",1994,"Mark Jackson",NA,NA,NA,NA,678
"11583",1994,"Kevin Johnson",NA,NA,NA,NA,637
"11719",1994,"Mark Price",NA,NA,NA,NA,589
"116711",1994,"Eric Murdock",NA,NA,NA,NA,546
"122281",1995,"John Stockton*",NA,NA,NA,NA,1011
"11851",1995,"Kenny Anderson",NA,NA,NA,NA,680
"11876",1995,"Muggsy Bogues",NA,NA,NA,NA,675
"12041",1995,"Avery Johnson",NA,NA,NA,NA,670
"12249",1995,"Nick Van",NA,NA,NA,NA,660
"12174",1995,"Pooh Richardson",NA,NA,NA,NA,632
"118631",1995,"Dana Barros",NA,NA,NA,NA,619
"118741",1995,"Mookie Blaylock",NA,NA,NA,NA,616
"12039",1995,"Mark Jackson",NA,NA,NA,NA,616
"120551",1995,"Jason Kidd",NA,NA,NA,NA,607
"127571",1996,"John Stockton*",NA,NA,NA,NA,916
"12519",1996,"Avery Johnson",NA,NA,NA,NA,789
"125371",1996,"Jason Kidd",NA,NA,NA,NA,783
"12758",1996,"Damon Stoudamire",NA,NA,NA,NA,653
"12488",1996,"Tim Hardaway",NA,NA,NA,NA,640
"12759",1996,"Rod Strickland",NA,NA,NA,NA,640
"12517",1996,"Mark Jackson",NA,NA,NA,NA,635
"126471",1996,"Gary Payton*",NA,NA,NA,NA,608
"124872",1996,"Anfernee Hardaway",NA,NA,NA,NA,582
"12303",1996,"Kenny Anderson",NA,NA,NA,NA,575
"13082",1997,"Mark Jackson",NA,NA,NA,NA,935
"133381",1997,"John Stockton*",NA,NA,NA,NA,860
"13342",1997,"Rod Strickland",NA,NA,NA,NA,727
"13339",1997,"Damon Stoudamire",NA,NA,NA,NA,709
"13051",1997,"Tim Hardaway",NA,NA,NA,NA,695
"13360",1997,"Nick Van",NA,NA,NA,NA,672
"13092",1997,"Kevin Johnson",NA,NA,NA,NA,653
"13083",1997,"Mark Jackson",NA,NA,NA,NA,641
"128511",1997,"Kenny Anderson",NA,NA,NA,NA,584
"13063",1997,"Grant Hill",NA,NA,NA,NA,583
"13874",1998,"Rod Strickland",NA,NA,NA,NA,801
"136641",1998,"Jason Kidd",NA,NA,NA,NA,745
"13643",1998,"Mark Jackson",NA,NA,NA,NA,713
"13693",1998,"Stephon Marbury",NA,NA,NA,NA,704
"137591",1998,"Gary Payton*",NA,NA,NA,NA,679
"13610",1998,"Tim Hardaway",NA,NA,NA,NA,672
"136671",1998,"Brevin Knight",NA,NA,NA,NA,656
"13496",1998,"Sam Cassell",NA,NA,NA,NA,603
"13646",1998,"Avery Johnson",NA,NA,NA,NA,591
"13869",1998,"Damon Stoudamire",NA,NA,NA,NA,580
"142071",1999,"Jason Kidd",NA,NA,NA,NA,539
"142401",1999,"Stephon Marbury",NA,NA,NA,NA,437
"143132",1999,"Gary Payton*",NA,NA,NA,NA,436
"14403",1999,"Rod Strickland",NA,NA,NA,NA,434
"14182",1999,"Mark Jackson",NA,NA,NA,NA,386
"14398",1999,"John Stockton*",NA,NA,NA,NA,374
"14188",1999,"Avery Johnson",NA,NA,NA,NA,369
"14417",1999,"Nick Van",NA,NA,NA,NA,368
"14145",1999,"Tim Hardaway",NA,NA,NA,NA,352
"139771",1999,"Darrell Armstrong",NA,NA,NA,NA,335
"148262",2000,"Gary Payton*",NA,NA,NA,NA,732
"14555",2000,"Sam Cassell",NA,NA,NA,NA,729
"14926",2000,"Nick Van",NA,NA,NA,NA,714
"148961",2000,"John Stockton*",NA,NA,NA,NA,703
"14722",2000,"Jason Kidd",NA,NA,NA,NA,678
"14507",2000,"Mike Bibby",NA,NA,NA,NA,665
"14691",2000,"Mark Jackson",NA,NA,NA,NA,650
"14529",2000,"Terrell Brandon",NA,NA,NA,NA,629
"148841",2000,"Eric Snow",NA,NA,NA,NA,624
"14757",2000,"Stephon Marbury",NA,NA,NA,NA,622
"152201",2001,"Jason Kidd",NA,NA,NA,NA,753
"15432",2001,"John Stockton*",NA,NA,NA,NA,713
"15000",2001,"Mike Bibby",NA,NA,NA,NA,685
"15194",2001,"Mark Jackson",NA,NA,NA,NA,661
"15288",2001,"Andre Miller",NA,NA,NA,NA,657
"15355",2001,"Gary Payton*",NA,NA,NA,NA,642
"15462",2001,"Nick Van",NA,NA,NA,NA,600
"150821",2001,"Baron Davis",NA,NA,NA,NA,598
"150191",2001,"Terrell Brandon",NA,NA,NA,NA,583
"15043",2001,"Sam Cassell",NA,NA,NA,NA,580
"15811",2002,"Andre Miller",NA,NA,NA,NA,882
"157551",2002,"Jason Kidd",NA,NA,NA,NA,808
"158651",2002,"Gary Payton*",NA,NA,NA,NA,737
"156231",2002,"Baron Davis",NA,NA,NA,NA,698
"159451",2002,"John Stockton*",NA,NA,NA,NA,674
"15785",2002,"Stephon Marbury",NA,NA,NA,NA,666
"15960",2002,"Jamaal Tinsley",NA,NA,NA,NA,647
"15834",2002,"Steve Nash",NA,NA,NA,NA,634
"15730",2002,"Mark Jackson",NA,NA,NA,NA,605
"15992",2002,"Jason Williams",NA,NA,NA,NA,519
"162441",2003,"Jason Kidd",NA,NA,NA,NA,711
"16346",2003,"Gary Payton*",NA,NA,NA,NA,663
"16271",2003,"Stephon Marbury",NA,NA,NA,NA,654
"16472",2003,"Jason Williams",NA,NA,NA,NA,631
"164131",2003,"John Stockton*",NA,NA,NA,NA,629
"16425",2003,"Jason Terry",NA,NA,NA,NA,600
"16319",2003,"Steve Nash",NA,NA,NA,NA,598
"16432",2003,"Jamaal Tinsley",NA,NA,NA,NA,548
"16407",2003,"Eric Snow",NA,NA,NA,NA,544
"16294",2003,"Andre Miller",NA,NA,NA,NA,537
"168021",2004,"Stephon Marbury",NA,NA,NA,NA,719
"16867",2004,"Steve Nash",NA,NA,NA,NA,687
"16774",2004,"Jason Kidd",NA,NA,NA,NA,618
"16595",2004,"Sam Cassell",NA,NA,NA,NA,592
"16964",2004,"Eric Snow",NA,NA,NA,NA,563
"16725",2004,"Kirk Hinrich",NA,NA,NA,NA,517
"166221",2004,"Baron Davis",NA,NA,NA,NA,501
"168381",2004,"Andre Miller",NA,NA,NA,NA,501
"16976",2004,"Damon Stoudamire",NA,NA,NA,NA,500
"166701",2004,"Steve Francis",NA,NA,NA,NA,493
"17453",2005,"Steve Nash",NA,NA,NA,NA,861
"17398",2005,"Stephon Marbury",NA,NA,NA,NA,668
"173312",2005,"Allen Iverson*",NA,NA,NA,NA,596
"173761",2005,"Brevin Knight",NA,NA,NA,NA,591
"173452",2005,"LeBron James",NA,NA,NA,NA,577
"17421",2005,"Andre Miller",NA,NA,NA,NA,569
"17259",2005,"Steve Francis",NA,NA,NA,NA,547
"17372",2005,"Jason Kidd",NA,NA,NA,NA,545
"171271",2005,"Mike Bibby",NA,NA,NA,NA,541
"176091",2005,"Dwyane Wade",NA,NA,NA,NA,520
"18021",2006,"Steve Nash",NA,NA,NA,NA,826
"17717",2006,"Chauncey Billups",NA,NA,NA,NA,699
"17997",2006,"Andre Miller",NA,NA,NA,NA,674
"179461",2006,"Jason Kidd",NA,NA,NA,NA,672
"180531",2006,"Chris Paul",NA,NA,NA,NA,611
"179491",2006,"Brevin Knight",NA,NA,NA,NA,610
"18087",2006,"Luke Ridnour",NA,NA,NA,NA,550
"17931",2006,"Joe Johnson",NA,NA,NA,NA,536
"179052",2006,"Allen Iverson*",NA,NA,NA,NA,532
"179191",2006,"LeBron James",NA,NA,NA,NA,521
"18563",2007,"Steve Nash",NA,NA,NA,NA,884
"18723",2007,"Deron Williams",NA,NA,NA,NA,745
"18495",2007,"Jason Kidd",NA,NA,NA,NA,736
"18543",2007,"Andre Miller",NA,NA,NA,NA,625
"18370",2007,"T.J. Ford",NA,NA,NA,NA,595
"18591",2007,"Chris Paul",NA,NA,NA,NA,569
"18367",2007,"Raymond Felton",NA,NA,NA,NA,545
"183311",2007,"Baron Davis",NA,NA,NA,NA,509
"18268",2007,"Chauncey Billups",NA,NA,NA,NA,502
"18426",2007,"Kirk Hinrich",NA,NA,NA,NA,500
"191651",2008,"Chris Paul",NA,NA,NA,NA,925
"19129",2008,"Steve Nash",NA,NA,NA,NA,898
"19309",2008,"Deron Williams",NA,NA,NA,NA,862
"190551",2008,"Jason Kidd",NA,NA,NA,NA,806
"18831",2008,"Jose Calderon",NA,NA,NA,NA,678
"188662",2008,"Baron Davis",NA,NA,NA,NA,623
"190082",2008,"Allen Iverson*",NA,NA,NA,NA,586
"18909",2008,"Raymond Felton",NA,NA,NA,NA,583
"19109",2008,"Andre Miller",NA,NA,NA,NA,565
"190182",2008,"LeBron James",NA,NA,NA,NA,539
"197532",2009,"Chris Paul",NA,NA,NA,NA,861
"19901",2009,"Deron Williams",NA,NA,NA,NA,725
"19723",2009,"Steve Nash",NA,NA,NA,NA,717
"196401",2009,"Jason Kidd",NA,NA,NA,NA,702
"197931",2009,"Rajon Rondo",NA,NA,NA,NA,659
"19435",2009,"Jose Calderon",NA,NA,NA,NA,607
"198782",2009,"Dwyane Wade",NA,NA,NA,NA,589
"196122",2009,"LeBron James",NA,NA,NA,NA,587
"19504",2009,"Chris Duhon",NA,NA,NA,NA,566
"195151",2009,"Raymond Felton",NA,NA,NA,NA,553
"20324",2010,"Steve Nash",NA,NA,NA,NA,892
"20483",2010,"Deron Williams",NA,NA,NA,NA,798
"203861",2010,"Rajon Rondo",NA,NA,NA,NA,794
"202371",2010,"Jason Kidd",NA,NA,NA,NA,724
"20478",2010,"Russell Westbrook",NA,NA,NA,NA,652
"202081",2010,"LeBron James",NA,NA,NA,NA,651
"200471",2010,"Baron Davis",NA,NA,NA,NA,598
"204592",2010,"Dwyane Wade",NA,NA,NA,NA,501
"20347",2010,"Chris Paul",NA,NA,NA,NA,480
"200431",2010,"Stephen Curry",NA,NA,NA,NA,472
"20922",2011,"Steve Nash",NA,NA,NA,NA,855
"209451",2011,"Chris Paul",NA,NA,NA,NA,782
"209911",2011,"Rajon Rondo",NA,NA,NA,NA,760
"210901",2011,"Russell Westbrook",NA,NA,NA,NA,670
"21097",2011,"Deron Williams",NA,NA,NA,NA,667
"208461",2011,"Jason Kidd",NA,NA,NA,NA,655
"207061",2011,"Raymond Felton",NA,NA,NA,NA,625
"209921",2011,"Derrick Rose",NA,NA,NA,NA,623
"20609",2011,"Jose Calderon",NA,NA,NA,NA,605
"21074",2011,"John Wall",NA,NA,NA,NA,574
"21500",2012,"Steve Nash",NA,NA,NA,NA,664
"21544",2012,"Rajon Rondo",NA,NA,NA,NA,620
"215211",2012,"Chris Paul",NA,NA,NA,NA,543
"21632",2012,"John Wall",NA,NA,NA,NA,530
"21652",2012,"Deron Williams",NA,NA,NA,NA,481
"21206",2012,"Jose Calderon",NA,NA,NA,NA,468
"21518",2012,"Tony Parker",NA,NA,NA,NA,463
"21481",2012,"Andre Miller",NA,NA,NA,NA,441
"212271",2012,"Mike Conley",NA,NA,NA,NA,404
"21441",2012,"Ty Lawson",NA,NA,NA,NA,401
"22210",2013,"Greivis Vasquez",NA,NA,NA,NA,704
"220891",2013,"Chris Paul",NA,NA,NA,NA,678
"21915",2013,"Jrue Holiday",NA,NA,NA,NA,625
"222312",2013,"Russell Westbrook",NA,NA,NA,NA,607
"22236",2013,"Deron Williams",NA,NA,NA,NA,604
"22172",2013,"Jeff Teague",NA,NA,NA,NA,579
"21822",2013,"Goran Dragic",NA,NA,NA,NA,569
"219341",2013,"LeBron James",NA,NA,NA,NA,551
"217991",2013,"Stephen Curry",NA,NA,NA,NA,539
"219961",2013,"Damian Lillard",NA,NA,NA,NA,531
"228331",2014,"John Wall",NA,NA,NA,NA,721
"227311",2014,"Ricky Rubio",NA,NA,NA,NA,704
"224031",2014,"Stephen Curry",NA,NA,NA,NA,666
"226991",2014,"Chris Paul",NA,NA,NA,NA,663
"22558",2014,"Brandon Jennings",NA,NA,NA,NA,609
"22608",2014,"Kyle Lowry",NA,NA,NA,NA,586
"22590",2014,"Ty Lawson",NA,NA,NA,NA,543
"22780",2014,"Jeff Teague",NA,NA,NA,NA,528
"225491",2014,"LeBron James",NA,NA,NA,NA,488
"22613",2014,"Kendall Marshall",NA,NA,NA,NA,477
"233132",2015,"Chris Paul",NA,NA,NA,NA,838
"234731",2015,"John Wall",NA,NA,NA,NA,792
"23205",2015,"Ty Lawson",NA,NA,NA,NA,720
"230012",2015,"Stephen Curry",NA,NA,NA,NA,619
"234812",2015,"Russell Westbrook",NA,NA,NA,NA,574
"231152",2015,"James Harden",NA,NA,NA,NA,565
"23371",2015,"Rajon Rondo",NA,NA,NA,NA,538
"233171",2015,"Elfrid Payton",NA,NA,NA,NA,533
"23051",2015,"Tyreke Evans",NA,NA,NA,NA,521
"23432",2015,"Jeff Teague",NA,NA,NA,NA,513
"23973",2016,"Rajon Rondo",NA,NA,NA,NA,839
"240712",2016,"Russell Westbrook",NA,NA,NA,NA,834
"240611",2016,"John Wall",NA,NA,NA,NA,789
"239391",2016,"Chris Paul",NA,NA,NA,NA,738
"239771",2016,"Ricky Rubio",NA,NA,NA,NA,658
"237231",2016,"James Harden",NA,NA,NA,NA,612
"237061",2016,"Draymond Green",NA,NA,NA,NA,598
"236342",2016,"Stephen Curry",NA,NA,NA,NA,527
"237821",2016,"LeBron James",NA,NA,NA,NA,514
"238431",2016,"Damian Lillard",NA,NA,NA,NA,512
